mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 9/29	JAE014	537841	537841	22636	515205	100	1.044	14.4142	12.3138	89.12	87.3	85.6	83.77	81.79	0.0224	0.0211	0.0292	0.0238	81.85	76	64.51	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 8/29	JAE008	15907	15907	1316	14591	100	1.09	0.4677	5.0467	4.49	3.49	2.94	2.58	2.29	0.0285	0.0245	0.0231	0.0236	75.48	76	50.07	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 9/29	JAE014	214182	214182	8653	205529	100	1.042	7.174	12.0701	88.97	84.67	78.68	70.21	59.73	0.0256	0.0239	0.0308	0.0284	82.2	76	50.15	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 8/29	JAE008	830259	830259	32665	797594	100	1.041	18.7445	12.9345	91.4	88.65	86.46	84.46	82.47	0.0257	0.0253	0.029	0.0272	82.46	76	47.95	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 9/29	JAE014	204292	204292	5463	198829	100	1.027	4.6308	5.5397	83.72	74.99	66.27	57.07	47.58	0.0378	0.0327	0.0439	0.0376	81.72	76	48.08	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 8/29	JAE008	2128751	2128751	135831	1992920	100	1.068	48.068	19.1887	98.49	98.15	97.87	97.62	97.4	0.0122	0.012	0.0154	0.0131	83.2	76	66.28	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 9/29	JAE014	1529106	1529106	87038	1442068	100	1.06	34.5345	17.0712	95.96	95.12	94.43	93.69	92.84	0.0198	0.0188	0.025	0.0221	82.6	76	66.37	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 8/29	JAE008	11241	11241	1226	10015	100	1.122	0.3394	4.7964	8.76	4.43	2.59	1.61	1.12	0.0349	0.0307	0.0313	0.0318	70.06	75	56.73	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 9/29	JAE014	40012	40012	1720	38292	100	1.045	1.4869	4.7612	66.18	38.83	18.44	7.6	2.98	0.0244	0.0234	0.0318	0.0272	80.28	76	59.07	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 8/29	JAE008	417995	417995	19930	398065	100	1.05	14.6229	17.3509	84.99	80.25	76.55	73.39	70.42	0.0243	0.0245	0.0262	0.0252	80.69	76	42.73	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 9/29	JAE014	160015	160015	7503	152512	100	1.049	5.4774	11.3647	78.2	63.5	50.73	39.9	31.24	0.0286	0.0267	0.0285	0.0276	78.89	76	44.55	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 8/29	JAE008	609879	609879	30868	579011	100	1.053	19.5036	19.6543	90.55	86.74	83.52	80.5	77.54	0.0247	0.0246	0.0249	0.0247	80.45	76	44.49	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 9/29	JAE014	447359	447359	19853	427506	100	1.046	14.3387	14.4556	89.26	84.07	79.92	76.14	72.54	0.0289	0.0268	0.0299	0.0279	80.11	76	44.72	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 8/29	JAE008	244114	244114	7303	236811	100	1.031	5.6893	6.9739	90.54	82.83	72.39	61.09	50.51	0.0136	0.0135	0.0137	0.0154	81.82	76	49.01	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 9/29	JAE014	402920	402920	12039	390881	100	1.031	9.4294	7.9975	93.13	90.49	87.65	84.26	80	0.0303	0.0256	0.0375	0.029	82.15	76	48.93	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 8/29	JAE008	60434	60434	1682	58752	100	1.029	1.7123	2.9134	70.65	43.81	24.66	13.31	7	0.0203	0.019	0.0221	0.0226	79.92	76	50.11	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	66728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65296039
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 9/29	JAE014	134611	134611	3631	130980	100	1.028	3.7284	5.2282	76.19	57.76	43.78	33.88	26.93	0.0307	0.0283	0.0372	0.0308	78.06	76	51.24	ModernDayHuman_1	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	39086563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68620482
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 28/29	VLC004	1812214	1812214	51502	1760712	100	1.029	49.2888	28.679	99	98.18	97.25	96.33	95.41	0.0395	0.031	0.0365	0.0284	98.86	90	71.76	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 29/29	VLC009	2731338	2731338	93864	2637474	100	1.036	84.2123	45.4521	97.75	96.93	96.3	95.78	95.3	0.0266	0.0233	0.0248	0.0215	112.75	104	71.72	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 28/29	VLC004	151702	151702	3881	147821	100	1.026	5.9817	6.817	73.15	63.85	56.83	50.91	45.75	0.0467	0.0424	0.0428	0.0371	92.33	85	48.71	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 29/29	VLC009	35557	35557	1118	34439	100	1.032	1.4074	2.7422	41.16	27.32	19.73	14.43	10.5	0.0398	0.0323	0.0362	0.0363	93.24	85	49.65	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 28/29	VLC004	195208	195208	5260	189948	100	1.028	6.9593	8.3821	82.92	76.09	70.52	65.14	59.66	0.0727	0.059	0.0653	0.0546	97.72	90	42.73	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 29/29	VLC009	181659	181659	5651	176008	100	1.032	7.7846	7.7465	87.56	82.09	77.05	72.04	66.67	0.0306	0.0286	0.0304	0.0259	117.97	110	42.75	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 28/29	VLC004	989502	989502	26615	962887	100	1.028	33.9976	20.8842	94.22	92.87	91.82	90.91	90.05	0.06	0.0479	0.0549	0.0447	100.84	92	56.45	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 29/29	VLC009	2594127	2594127	90421	2503706	100	1.036	103.1252	53.3771	96.79	95.96	95.36	94.85	94.34	0.0363	0.0323	0.0335	0.0302	117.63	109	56.57	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 28/29	VLC004	3573	3573	89	3484	100	1.026	0.11	0.6738	6.15	1.71	0.97	0.65	0.44	0.0549	0.0351	0.0352	0.038	86.14	76	61.4	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 29/29	VLC009	53512	53512	1694	51818	100	1.033	2.0593	2.0427	72.2	53.64	35.29	20.75	11.23	0.0243	0.0222	0.023	0.0194	108.43	99	63.38	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 28/29	VLC004	63410	63410	1606	61804	100	1.026	2.2394	5.8686	45.4	30.49	22.92	18	14.5	0.0554	0.0458	0.046	0.042	88.07	81	35.05	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 29/29	VLC009	62729	62729	1926	60803	100	1.032	2.5024	4.0453	60.27	44.91	33.98	25.66	19.27	0.0379	0.0354	0.0323	0.0352	100.03	93	32.74	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 28/29	VLC004	676262	676262	17857	658405	100	1.027	21.574	13.4755	90.4	88.16	86.18	84.46	82.92	0.0369	0.0322	0.0343	0.0301	105.3	96	61.69	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 29/29	VLC009	218316	218316	6914	211402	100	1.033	7.2902	6.7166	85.53	78	70.87	63.48	56.25	0.0236	0.0238	0.0218	0.0209	110.82	102	61.93	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 28/29	VLC004	552977	552977	14350	538627	100	1.027	17.515	10.3416	91.57	89.5	87.93	86.55	85.35	0.0857	0.0668	0.0777	0.0605	95.14	87	63.14	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 29/29	VLC009	322468	322468	10179	312289	100	1.033	12.6963	10.165	86.42	84.88	83.45	82.04	80.58	0.0327	0.0292	0.031	0.0268	118.95	111	64.01	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 28/29	VLC004	32974	32974	782	32192	100	1.024	1.4401	3.4622	63.34	33.97	15.25	6.52	3.16	0.0182	0.0222	0.0163	0.0182	105.34	97	49.81	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 29/29	VLC009	9941	9941	287	9654	100	1.03	0.4049	2.4967	13.63	4.1	2.7	2.15	1.82	0.037	0.0348	0.0315	0.0267	98.76	88	49.87	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 28/29	VLC004	129453	129453	3341	126112	100	1.026	3.5481	5.6396	74.61	63.84	53.55	43.51	33.68	0.075	0.0587	0.0658	0.0538	98.71	90	47.59	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 29/29	VLC009	198090	198090	6358	191732	100	1.033	6.2561	5.4227	85.15	77.97	71.34	64.94	58.55	0.0459	0.0421	0.0428	0.0386	114.48	106	47.84	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 28/29	VLC004	1830009	1830009	52767	1777242	100	1.03	51.1528	27.6194	97.56	96.31	95.25	94.48	93.9	0.0444	0.0358	0.0413	0.0325	99.28	90	66.06	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 29/29	VLC009	2162805	2162805	73345	2089460	100	1.035	69.8677	36.9415	93.6	91	89.9	89.23	88.69	0.0246	0.0223	0.0228	0.0206	115.34	107	66.32	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 28/29	VLC004	10924	10924	410	10514	100	1.039	0.3811	3.9035	10.32	5.2	3.37	2.32	1.63	0.0593	0.0506	0.0533	0.0476	74.93	63	56.06	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 29/29	VLC009	45386	45386	1517	43869	100	1.035	2.3418	3.661	78.95	58.96	38.04	21.59	11.17	0.0264	0.0248	0.0284	0.0256	110.37	101	58.28	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 28/29	VLC004	111578	111578	2896	108682	100	1.027	4.1256	11.7609	54.55	33.99	24.47	20.03	17.54	0.0615	0.0538	0.0545	0.0458	83.39	74	45.56	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 29/29	VLC009	115954	115954	3636	112318	100	1.032	5.1273	14.0306	66.05	45.94	32.27	24.03	19.07	0.0365	0.0366	0.0323	0.0314	100.28	91	44.93	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 28/29	VLC004	570173	570173	15982	554191	100	1.029	21.2717	19.4097	91.06	87.79	84.93	82.22	79.66	0.0635	0.0551	0.0582	0.0488	91.68	83	44.27	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 29/29	VLC009	553387	553387	18493	534894	100	1.035	24.5114	25.2561	87.99	82.85	78.88	75.59	72.63	0.0355	0.0336	0.0314	0.0293	109.45	101	44.19	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 28/29	VLC004	66833	66833	1806	65027	100	1.028	2.1328	3.882	75.59	53.9	32.99	17.55	8.64	0.0183	0.0164	0.0167	0.0136	111.7	104	49.17	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 29/29	VLC009	194451	194451	6351	188100	100	1.034	6.1137	4.3756	87.71	84.14	79.97	74.27	66.58	0.0132	0.0116	0.0126	0.0108	110.69	102	48.62	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 28/29	VLC004	117929	117929	3031	114898	100	1.026	3.9171	5.8057	62.99	48.11	39.71	33.95	29.4	0.0325	0.031	0.0289	0.0251	93.48	86	50.9	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	42121391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43315114
