#SampleID	BarcodeSequence	LinkerPrimerSequence	Study	Accession_ID	SourceSink	Env	Description	Host_General	Host_Genus	Host_Common	Code	Is_Oral	Age	Location	Site	ToothSource	Type	LabProtocol	ScreeningDeepData	NCBI Project ID	individual_id	SumSampleWeight_mg	SumExtractionConcentration_ng_ul	SumLibraryConcentration_copies_ul	Sample_or_Control	Individual_Seq_Depth	Individual_Seq_Depth_NonHuman	Percentage_Hits	Percentage_Hits_with_Taxonomy	Min_Support_Reads_Threshold_MALT	Min_Support_Reads_Threshold_MALT_refseq	Min_Support_Reads_Threshold_MP2	Proportion_EnvironmentalControl	Proportion_SD_EnvironmentalControl	Proportion_ruralGut	Proportion_SD_ruralGut	Proportion_sediment	Proportion_SD_sediment	Proportion_skin	Proportion_SD_skin	Proportion_subPlaque	Proportion_SD_subPlaque	Proportion_supPlaque	Proportion_SD_supPlaque	Proportion_urbanGut	Proportion_SD_urbanGut	Proportion_Unknown	Proportion_SD_Unknown	Proportion_This_Env	Proportion_SD_This_Env
SRR062298	NA	NA	HMP2012	SRR062298	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR062298	NA	NA	NA	Sample	13970849	13965094	36.235151729	36.2349870327	506	917	450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR062299	NA	NA	HMP2012	SRR062299	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR062299	NA	NA	NA	Sample	6701027	6689934	39.3349321533	39.3345883532	263	510	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR513165	NA	NA	HMP2012	SRR513165	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR513165	NA	NA	NA	Sample	14351592	14347143	46.3613278267	46.3612023662	665	1098	505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR513768	NA	NA	HMP2012	SRR513768	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR513768	NA	NA	NA	Sample	27861563	27853488	40.5717732731	40.5716512058	1130	2159	994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR513775	NA	NA	HMP2012	SRR513775	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR513775	NA	NA	NA	Sample	24139399	24135024	48.2034159154	48.2029642896	1163	2023	845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR514202	NA	NA	HMP2012	SRR514202	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR514202	NA	NA	NA	Sample	11758533	11742026	74.614355308	74.6140061349	876	1088	489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR514239	NA	NA	HMP2012	SRR514239	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR514239	NA	NA	NA	Sample	16645687	16633965	41.4801461948	41.479875664	689	1314	620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR514306	NA	NA	HMP2012	SRR514306	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR514306	NA	NA	NA	Sample	37922051	37919535	38.7233150407	38.7232095541	1468	3144	1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR514329	NA	NA	HMP2012	SRR514329	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR514329	NA	NA	NA	Sample	28154404	28140094	58.045026431	58.0446248687	1633	2334	881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR061192	NA	NA	HMP2012	SRR061192	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR061192	NA	NA	NA	Sample	21920659	21917339	51.2762521034	51.2760787247	1123	1812	879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR061320	NA	NA	HMP2012	SRR061320	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR061320	NA	NA	NA	Sample	23530045	23527394	51.6168174002	51.6166473856	1214	1913	921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR061365	NA	NA	HMP2012	SRR061365	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR061365	NA	NA	NA	Sample	26909112	26907232	56.2806497525	56.2804899441	1514	2272	942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR061562	NA	NA	HMP2012	SRR061562	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR061562	NA	NA	NA	Sample	32961137	32958887	43.1434410998	43.1428888967	1421	2756	1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR062083	NA	NA	HMP2012	SRR062083	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR062083	NA	NA	NA	Sample	33718000	33714761	58.6021179269	58.6019073367	1975	2885	1368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR063517	NA	NA	HMP2012	SRR063517	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR063517	NA	NA	NA	Sample	25967036	25964367	59.3721849641	59.3719808382	1541	2348	1139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1804664	NA	NA	HMP2012	SRR1804664	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR1804664	NA	NA	NA	Sample	27545705	27544110	39.7435676811	39.7435422673	1094	2377	1098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1804823	NA	NA	HMP2012	SRR1804823	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR1804823	NA	NA	NA	Sample	19303573	19301199	68.0495289438	68.0491403669	1313	1696	773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR512767	NA	NA	HMP2012	SRR512767	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR512767	NA	NA	NA	Sample	66557754	66555322	56.2443225802	56.24428652	3743	6134	2532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR513828	NA	NA	HMP2012	SRR513828	source	supPlaque	HMP_supPlaque	plaque	Plaque	Plaque	PP1	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR513828	NA	NA	NA	Sample	46402367	46396092	33.5282053497	33.5280544749	1555	3924	2178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR059389	NA	NA	HMP2012	SRR059389	source	urbanGut	HMP_gut	gut	Gut	Gut	GU1	Not_Oral	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR059389	NA	NA	NA	Sample	45099726	45098888	76.7532560892	76.7532073075	3461	4315	2046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR059425	NA	NA	HMP2012	SRR059425	source	urbanGut	HMP_gut	gut	Gut	Gut	GU1	Not_Oral	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR059425	NA	NA	NA	Sample	36488859	36488576	33.26753283	33.2674478719	1213	2435	990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR059455	NA	NA	HMP2012	SRR059455	source	urbanGut	HMP_gut	gut	Gut	Gut	GU1	Not_Oral	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR059455	NA	NA	NA	Sample	36349730	36349527	46.6478669722	46.6477156635	1695	2569	1300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR059917	NA	NA	HMP2012	SRR059917	source	urbanGut	HMP_gut	gut	Gut	Gut	GU1	Not_Oral	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR059917	NA	NA	NA	Sample	41461174	41460716	59.4056045728	59.4055804536	2462	3668	819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR060358	NA	NA	HMP2012	SRR060358	source	urbanGut	HMP_gut	gut	Gut	Gut	GU1	Not_Oral	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR060358	NA	NA	NA	Sample	37402845	37402539	74.8739036139	74.8737111136	2800	3452	1230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761677	NA	NA	Sankaranarayanan2015	SRR1761677	source	urbanGut	Norman_gut	gut	Gut	Gut	GU2	Not_Oral	ModernDay	USA	Norman	NA	NA	NA	NA	PRJNA268964	SRR1761677	NA	NA	NA	Sample	37323510	37322236	46.7433596422	46.7430193625	1744	2666	1084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761682	NA	NA	Sankaranarayanan2015	SRR1761682	source	urbanGut	Norman_gut	gut	Gut	Gut	GU2	Not_Oral	ModernDay	USA	Norman	NA	NA	NA	NA	PRJNA268964	SRR1761682	NA	NA	NA	Sample	28774192	28773379	54.6880677448	54.6876819716	1573	2262	1458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761688	NA	NA	Sankaranarayanan2015	SRR1761688	source	urbanGut	Norman_gut	gut	Gut	Gut	GU2	Not_Oral	ModernDay	USA	Norman	NA	NA	NA	NA	PRJNA268964	SRR1761688	NA	NA	NA	Sample	29901415	29900649	53.2775291934	53.277067665	1593	2497	987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761692	NA	NA	Sankaranarayanan2015	SRR1761692	source	urbanGut	Norman_gut	gut	Gut	Gut	GU2	Not_Oral	ModernDay	USA	Norman	NA	NA	NA	NA	PRJNA268964	SRR1761692	NA	NA	NA	Sample	31441750	31440728	45.4759285472	45.4756263913	1429	2459	1016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761697	NA	NA	Sankaranarayanan2015	SRR1761697	source	urbanGut	Norman_gut	gut	Gut	Gut	GU2	Not_Oral	ModernDay	USA	Norman	NA	NA	NA	NA	PRJNA268964	SRR1761697	NA	NA	NA	Sample	35930529	35929433	36.2598040442	36.2595591197	1302	2231	800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
