study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sample_title
PRJEB8420	SAMEA4521393	ERS1420572	ERX1771031	ERR1700743	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700743/ERR1700743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700743/ERR1700743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700743/ERR1700743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700743/ERR1700743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700743	Kurth sample, organic layer, OM0C0 treatment, replicate 2
PRJEB8420	SAMEA4521394	ERS1420573	ERX1771032	ERR1700744	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700744/ERR1700744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700744/ERR1700744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700744/ERR1700744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700744/ERR1700744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700744	Kurth sample, organic layer, OM0C0 treatment, replicate 3
PRJEB8420	SAMEA4521395	ERS1420574	ERX1771033	ERR1700745	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700745/ERR1700745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700745/ERR1700745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700745/ERR1700745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700745/ERR1700745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700745	Kurth sample, mineral layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521396	ERS1420575	ERX1771034	ERR1700746	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700746/ERR1700746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700746/ERR1700746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700746/ERR1700746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700746/ERR1700746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700746	Kurth sample, mineral layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521397	ERS1420576	ERX1771035	ERR1700747	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700747/ERR1700747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700747/ERR1700747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700747/ERR1700747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700747/ERR1700747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700747	Kurth sample, mineral layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521398	ERS1420577	ERX1771036	ERR1700748	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700748/ERR1700748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700748/ERR1700748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700748/ERR1700748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700748/ERR1700748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700748	Kurth sample, organic layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521399	ERS1420578	ERX1771037	ERR1700749	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700749/ERR1700749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700749/ERR1700749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700749/ERR1700749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700749/ERR1700749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700749	Kurth sample, organic layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521400	ERS1420579	ERX1771038	ERR1700750	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700750/ERR1700750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700750/ERR1700750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700750/ERR1700750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700750/ERR1700750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM1C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700750	Kurth sample, organic layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521401	ERS1420580	ERX1771039	ERR1700751	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700751/ERR1700751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700751/ERR1700751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700751/ERR1700751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700751/ERR1700751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700751	Kurth sample, mineral layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521402	ERS1420581	ERX1771040	ERR1700752	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700752/ERR1700752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700752/ERR1700752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700752/ERR1700752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700752/ERR1700752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700752	Kurth sample, mineral layer, OM2C0 treatment, replicate 2
PRJEB8420	SAMEA4521403	ERS1420582	ERX1771041	ERR1700753	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700753/ERR1700753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700753/ERR1700753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700753/ERR1700753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700753/ERR1700753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700753	Kurth sample, organic layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521404	ERS1420583	ERX1771042	ERR1700754	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700754/ERR1700754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700754/ERR1700754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700754/ERR1700754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700754/ERR1700754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700754	Kurth sample, organic layer, OM2C0 treatment, replicate 2
PRJEB8420	SAMEA4521405	ERS1420584	ERX1771043	ERR1700755	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700755/ERR1700755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700755/ERR1700755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700755/ERR1700755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700755/ERR1700755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM2C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700755	Kurth sample, organic layer, OM2C0 treatment, replicate 3
PRJEB8420	SAMEA4521406	ERS1420585	ERX1771044	ERR1700756	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700756/ERR1700756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700756/ERR1700756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700756/ERR1700756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700756/ERR1700756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700756	Kurth sample, mineral layer, OM3C0 treatment, replicate 1
PRJEB8420	SAMEA4521407	ERS1420586	ERX1771045	ERR1700757	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700757/ERR1700757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700757/ERR1700757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700757/ERR1700757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700757/ERR1700757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700757	Kurth sample, mineral layer, OM3C0 treatment, replicate 2
PRJEB8420	SAMEA4521408	ERS1420587	ERX1771046	ERR1700758	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700758/ERR1700758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700758/ERR1700758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700758/ERR1700758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700758/ERR1700758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700758	Kurth sample, mineral layer, OM3C0 treatment, replicate 3
PRJEB8420	SAMEA4521409	ERS1420588	ERX1771047	ERR1700759	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700759/ERR1700759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700759/ERR1700759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700759/ERR1700759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700759/ERR1700759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700759	Kurth sample, organic layer, OM3C0 treatment, replicate 1
PRJEB8420	SAMEA4521410	ERS1420589	ERX1771048	ERR1700760	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700760/ERR1700760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700760/ERR1700760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700760/ERR1700760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700760/ERR1700760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700760	Kurth sample, organic layer, OM3C0 treatment, replicate 2
PRJEB8420	SAMEA4521411	ERS1420590	ERX1771049	ERR1700761	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700761/ERR1700761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700761/ERR1700761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700761/ERR1700761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700761/ERR1700761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM3C0_O3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700761	Kurth sample, organic layer, OM3C0 treatment, replicate 3
PRJEB8420	SAMEA4559811	ERS1458990	ERX1811794	ERR1742252	410658	soil metagenome	HiSeq X Ten	Skulow Lake genomic survey of soil microbial taxonomy and metabolic function	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1742252/ERR1742252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1742252/ERR1742252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1742252/ERR1742252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1742252/ERR1742252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_ATCACG_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_ATCACG_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_ATCACG_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_ATCACG_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1742252	IX1314_D1T5TACXX_1_ATCACG
PRJEB8420	SAMEA4559812	ERS1458991	ERX1811795	ERR1742253	410658	soil metagenome	HiSeq X Ten	Skulow Lake genomic survey of soil microbial taxonomy and metabolic function	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1742253/ERR1742253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1742253/ERR1742253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1742253/ERR1742253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1742253/ERR1742253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_CGATGT_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_CGATGT_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_CGATGT_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_CGATGT_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1742253	IX1314_D1T5TACXX_1_CGATGT
PRJEB8420	SAMEA4559813	ERS1458992	ERX1811796	ERR1742254	410658	soil metagenome	HiSeq X Ten	Skulow Lake genomic survey of soil microbial taxonomy and metabolic function	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1742254/ERR1742254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1742254/ERR1742254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1742254/ERR1742254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1742254/ERR1742254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_TTAGGC_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_TTAGGC_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_TTAGGC_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1314_D1T5TACXX_1_TTAGGC_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1742254	IX1314_D1T5TACXX_1_TTAGGC
PRJEB8420	SAMEA4559814	ERS1458993	ERX1811797	ERR1742255	410658	soil metagenome	HiSeq X Ten	Skulow Lake genomic survey of soil microbial taxonomy and metabolic function	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1742255/ERR1742255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1742255/ERR1742255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1742255/ERR1742255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1742255/ERR1742255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1315_D1T5TACXX_2_TGACCA_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1315_D1T5TACXX_2_TGACCA_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1315_D1T5TACXX_2_TGACCA_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768686/fastq/IX1315_D1T5TACXX_2_TGACCA_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1742255	IX1315_D1T5TACXX_2_TGACCA
