Software	Database	Tax_Level	Threshold	Host_Genus	Taxon	Populations_Taxa_Present_In	Populations_in_Study	Proportion_Taxa_Present_In
MALT	refseq	species	0.02	Homo	Actinomyces johnsonii	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Actinomyces massiliensis	1	1	100
MALT	refseq	species	0.02	Homo	Actinomyces massiliensis	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Actinomyces naeslundii	1	1	100
MALT	refseq	species	0.02	Homo	Actinomyces naeslundii	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Actinomyces oris	1	1	100
MALT	refseq	species	0.02	Homo	Actinomyces oris	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Actinomyces radicidentis	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces ruminicola	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces slackii	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces sp. oral taxon 170	1	1	100
MALT	refseq	species	0.02	Homo	Actinomyces sp. oral taxon 170	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Actinomyces sp. oral taxon 171	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces sp. oral taxon 414	1	1	100
MALT	refseq	species	0.02	Homo	Actinomyces sp. oral taxon 414	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Actinomyces sp. oral taxon 448	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces sp. oral taxon 849	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces timonensis	1	1	100
MALT	refseq	species	0.02	Alouatta	Actinomyces urogenitalis	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Actinomyces_massiliensis	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Actinomyces_massiliensis	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Actinomyces_massiliensis	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Gorilla	Actinomyces_naeslundii	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Actinomyces_naeslundii	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Actinomyces_oris	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Gorilla	Actinomyces_viscosus	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Actinomyces_viscosus	5	6	83.3
MALT	refseq	genus	0.02	Alouatta	Aeromicrobium	1	1	100
MALT	refseq	species	0.02	Alouatta	Aeromicrobium choanae	1	1	100
MALT	refseq	genus	0.02	Alouatta	Aggregatibacter	1	1	100
MALT	refseq	genus	0.02	Gorilla	Aggregatibacter	2	3	66.7
MALT	refseq	genus	0.02	Homo	Aggregatibacter	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Aggregatibacter	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Aggregatibacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Aggregatibacter	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Aggregatibacter actinomycetemcomitans	1	1	100
MALT	refseq	species	0.02	Alouatta	Aggregatibacter aphrophilus	1	1	100
MALT	refseq	species	0.02	Alouatta	Aggregatibacter segnis	1	1	100
MALT	refseq	species	0.02	Alouatta	Aggregatibacter sp. oral taxon 458	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Aggregatibacter_actinomycetemcomitans	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Aggregatibacter_actinomycetemcomitans	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Aggregatibacter_aphrophilus	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Aggregatibacter_aphrophilus	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Gorilla	Aggregatibacter_unclassified	2	3	66.7
MALT	refseq	genus	0.02	Pan	Alloprevotella	2	3	66.7
MALT	refseq	genus	0.02	Pan	Anaeroglobus	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Gorilla	Anaeroglobus	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Anaeroglobus	3	3	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Anaeroglobus_geminatus	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Anaeroglobus_geminatus	3	3	100
MALT	refseq	species	0.02	Homo	Anaerolineaceae bacterium oral taxon 439	4	6	66.7
MALT	refseq	genus	0.02	Pan	Atopobium	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Avibacterium	1	1	100
MALT	refseq	species	0.02	Alouatta	Avibacterium endocarditidis	1	1	100
MALT	refseq	genus	0.02	Alouatta	Bacteroides	1	1	100
MALT	refseq	genus	0.02	Pan	Bacteroides	2	3	66.7
MALT	refseq	species	0.02	Homo	Bacteroidetes oral taxon 274	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Pan	Bacteroidetes_bacterium_oral_taxon_272	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Bacteroidetes_bacterium_oral_taxon_272	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Bacteroidetes_noname	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Bacteroidetes_noname	6	6	100
MetaPhlAn2	mp2	species	0.02	Pan	Bacteroidetes_oral_taxon_274	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Bacteroidetes_oral_taxon_274	6	6	100
MALT	refseq	genus	0.02	Alouatta	Basfia	1	1	100
MALT	refseq	genus	0.02	Gorilla	Basfia	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Basfia succiniciproducens	1	1	100
MALT	refseq	genus	0.02	Gorilla	Bifidobacterium	3	3	100
MALT	refseq	genus	0.02	Pan	Bifidobacterium	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Brachybacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Brachybacterium	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Brevibacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Brevibacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Brevibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Brevibacterium	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Brevibacterium_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Brevibacterium_unclassified	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Campylobacter	1	1	100
MALT	refseq	genus	0.02	Gorilla	Campylobacter	3	3	100
MALT	refseq	genus	0.02	Pan	Campylobacter	2	3	66.7
MALT	refseq	genus	0.02	Homo	Campylobacter	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Campylobacter	1	1	100
MetaPhlAn2	mp2	genus	0.02	Pan	Campylobacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Campylobacter	6	6	100
MALT	refseq	species	0.02	Alouatta	Campylobacter curvus	1	1	100
MALT	refseq	species	0.02	Homo	Campylobacter gracilis	5	6	83.3
MALT	refseq	species	0.02	Homo	Campylobacter showae	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Alouatta	Campylobacter_curvus	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Campylobacter_showae	6	6	100
MALT	refseq	genus	0.02	Pan	Candidatus Methanomethylophilus	2	3	66.7
MALT	refseq	species	0.02	Homo	Candidatus Saccharibacteria oral taxon TM7x	4	6	66.7
MALT	refseq	genus	0.02	Alouatta	Capnocytophaga	1	1	100
MALT	refseq	genus	0.02	Gorilla	Capnocytophaga	2	3	66.7
MALT	refseq	genus	0.02	Pan	Capnocytophaga	2	3	66.7
MALT	refseq	genus	0.02	Homo	Capnocytophaga	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Capnocytophaga	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Capnocytophaga	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Capnocytophaga	6	6	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga gingivalis	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga haemolytica	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga leadbetteri	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga sp. ChDC OS43	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga sp. oral taxon 332	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga sp. oral taxon 336	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga sp. oral taxon 863	1	1	100
MALT	refseq	species	0.02	Alouatta	Capnocytophaga sputigena	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Capnocytophaga_gingivalis	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Capnocytophaga_unclassified	6	6	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Cardiobacteriaceae_unclassified	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Cardiobacteriaceae_unclassified	4	6	66.7
MALT	refseq	genus	0.02	Alouatta	Cardiobacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Cardiobacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Cardiobacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Cardiobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Cardiobacterium	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Cardiobacterium hominis	1	1	100
MALT	refseq	species	0.02	Alouatta	Cardiobacterium valvarum	1	1	100
MALT	refseq	species	0.02	Homo	Cardiobacterium valvarum	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Alouatta	Cardiobacterium_hominis	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Cardiobacterium_valvarum	5	6	83.3
MALT	refseq	genus	0.02	Homo	Catonella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Homo	Catonella	4	6	66.7
MALT	refseq	species	0.02	Homo	Catonella morbi	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Catonella_morbi	4	6	66.7
MALT	refseq	genus	0.02	Gorilla	Cellulomonas	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	3	3	100
MALT	refseq	genus	0.02	Alouatta	Clostridium	1	1	100
MALT	refseq	genus	0.02	Pan	Clostridium	2	3	66.7
MALT	refseq	genus	0.02	Pan	Collinsella	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Conchiformibius	1	1	100
MALT	refseq	genus	0.02	Alouatta	Corynebacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Corynebacterium	3	3	100
MALT	refseq	genus	0.02	Pan	Corynebacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Corynebacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Homo	Corynebacterium	6	6	100
MALT	refseq	species	0.02	Homo	Corynebacterium matruchotii	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Corynebacterium_matruchotii	6	6	100
MALT	refseq	genus	0.02	Pan	Cryptobacterium	2	3	66.7
MALT	refseq	genus	0.02	Pan	Desulfobulbus	2	3	66.7
MALT	refseq	genus	0.02	Homo	Desulfobulbus	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Desulfobulbus	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Desulfobulbus	5	6	83.3
MALT	refseq	species	0.02	Homo	Desulfobulbus sp. ORNL	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Desulfobulbus_sp_oral_taxon_041	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Desulfobulbus_sp_oral_taxon_041	4	6	66.7
MALT	refseq	genus	0.02	Pan	Desulfomicrobium	2	3	66.7
MALT	refseq	genus	0.02	Pan	Desulfovibrio	2	3	66.7
MALT	refseq	genus	0.02	Pan	Dialister	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Dialister	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Dialister_invisus	3	3	100
MALT	refseq	genus	0.02	Pan	Eggerthella	2	3	66.7
MALT	refseq	genus	0.02	Pan	Eggerthia	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Eikenella	1	1	100
MALT	refseq	genus	0.02	Gorilla	Eikenella	2	3	66.7
MALT	refseq	genus	0.02	Homo	Eikenella	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Eikenella	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Eikenella corrodens	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Eikenella_corrodens	5	6	83.3
MALT	refseq	genus	0.02	Alouatta	Ensifer	1	1	100
MALT	refseq	genus	0.02	Pan	Eubacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Eubacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Pan	Eubacterium	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Eubacterium_brachy	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Eubacterium_yurii	5	6	83.3
MALT	refseq	genus	0.02	Pan	Faecalibacterium	2	3	66.7
MALT	refseq	genus	0.02	Pan	Filifactor	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Fretibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Fretibacterium	6	6	100
MetaPhlAn2	mp2	species	0.02	Pan	Fretibacterium_fastidiosum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Fretibacterium_fastidiosum	6	6	100
MALT	refseq	genus	0.02	Alouatta	Fusobacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Fusobacterium	3	3	100
MALT	refseq	genus	0.02	Pan	Fusobacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Fusobacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Fusobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Fusobacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Fusobacterium	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Fusobacterium hwasookii	1	1	100
MALT	refseq	species	0.02	Alouatta	Fusobacterium nucleatum	1	1	100
MALT	refseq	species	0.02	Homo	Fusobacterium nucleatum	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Fusobacterium periodonticum	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Fusobacterium_nucleatum	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Fusobacterium_nucleatum	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Fusobacterium_nucleatum	4	6	66.7
MALT	refseq	genus	0.02	Alouatta	Gemella	1	1	100
MALT	refseq	genus	0.02	Pan	Gemella	2	3	66.7
MALT	refseq	genus	0.02	Homo	Gemella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Gemella	5	6	83.3
MALT	refseq	species	0.02	Homo	Gemella morbillorum	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Gemella_morbillorum	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Alouatta	Gemella_unclassified	1	1	100
MALT	refseq	genus	0.02	Pan	Gordonibacter	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Haemophilus	1	1	100
MALT	refseq	genus	0.02	Gorilla	Haemophilus	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Haemophilus haemolyticus	1	1	100
MALT	refseq	species	0.02	Alouatta	Haemophilus influenzae	1	1	100
MALT	refseq	species	0.02	Alouatta	Haemophilus massiliensis	1	1	100
MALT	refseq	species	0.02	Alouatta	Haemophilus paracuniculus	1	1	100
MALT	refseq	species	0.02	Alouatta	Haemophilus parainfluenzae	1	1	100
MALT	refseq	genus	0.02	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Johnsonella	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Johnsonella_ignava	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Johnsonella_ignava	4	6	66.7
MALT	refseq	genus	0.02	Pan	Jonquetella	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Kingella	1	1	100
MALT	refseq	genus	0.02	Gorilla	Kingella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Kingella	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Kingella denitrificans	1	1	100
MALT	refseq	species	0.02	Alouatta	Kingella kingae	1	1	100
MALT	refseq	species	0.02	Alouatta	Kingella oralis	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Kingella_oralis	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Kingella_unclassified	2	3	66.7
MALT	refseq	genus	0.02	Pan	Lachnoanaerobaculum	2	3	66.7
MALT	refseq	species	0.02	Homo	Lachnospiraceae bacterium oral taxon 500	4	6	66.7
MALT	refseq	genus	0.02	Alouatta	Lautropia	1	1	100
MALT	refseq	genus	0.02	Gorilla	Lautropia	2	3	66.7
MALT	refseq	genus	0.02	Homo	Lautropia	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Homo	Lautropia	6	6	100
MALT	refseq	species	0.02	Alouatta	Lautropia mirabilis	1	1	100
MALT	refseq	species	0.02	Homo	Lautropia mirabilis	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Lautropia_mirabilis	6	6	100
MALT	refseq	genus	0.02	Pan	Lawsonella	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Leptotrichia	1	1	100
MALT	refseq	genus	0.02	Homo	Leptotrichia	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Leptotrichia	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Leptotrichia	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Leptotrichia goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Leptotrichia_goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Leptotrichia_unclassified	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Leptotrichiaceae_unclassified	4	6	66.7
MALT	refseq	genus	0.02	Alouatta	Mannheimia	1	1	100
MALT	refseq	genus	0.02	Gorilla	Mannheimia	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Mannheimia haemolytica	1	1	100
MetaPhlAn2	mp2	genus	0.02	Pan	Megasphaera	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Megasphaera_unclassified	2	3	66.7
MALT	refseq	genus	0.02	Pan	Mogibacterium	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Necropsobacter	1	1	100
MALT	refseq	genus	0.02	Gorilla	Necropsobacter	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Necropsobacter massiliensis	1	1	100
MALT	refseq	genus	0.02	Alouatta	Neisseria	1	1	100
MALT	refseq	genus	0.02	Gorilla	Neisseria	2	3	66.7
MALT	refseq	genus	0.02	Homo	Neisseria	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Neisseria	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Neisseria	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Neisseria	6	6	100
MALT	refseq	species	0.02	Alouatta	Neisseria bacilliformis	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria elongata	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria gonorrhoeae	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria meningitidis	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria shayeganii	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria sp. 10023	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria sp. oral taxon 014	1	1	100
MALT	refseq	species	0.02	Alouatta	Neisseria sp. oral taxon 020	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Neisseria_bacilliformis	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Neisseria_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Neisseria_unclassified	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Neisseria_unclassified	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Nocardioides sp. Root122	1	1	100
MALT	refseq	genus	0.02	Gorilla	Olsenella	3	3	100
MALT	refseq	genus	0.02	Pan	Olsenella	2	3	66.7
MALT	refseq	genus	0.02	Homo	Olsenella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Gorilla	Olsenella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Olsenella	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Olsenella	5	6	83.3
MALT	refseq	species	0.02	Homo	Olsenella sp. oral taxon 807	5	6	83.3
MALT	refseq	species	0.02	Homo	Olsenella uli	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Olsenella_uli	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Olsenella_uli	4	6	66.7
MALT	refseq	genus	0.02	Pan	Oribacterium	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Ottowia	1	1	100
MALT	refseq	genus	0.02	Pan	Ottowia	2	3	66.7
MALT	refseq	genus	0.02	Homo	Ottowia	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Ottowia sp. oral taxon 894	1	1	100
MALT	refseq	species	0.02	Homo	Ottowia sp. oral taxon 894	5	6	83.3
MALT	refseq	genus	0.02	Alouatta	Paenarthrobacter	1	1	100
MALT	refseq	species	0.02	Alouatta	Paenarthrobacter nicotinovorans	1	1	100
MALT	refseq	genus	0.02	Alouatta	Paenibacillus	1	1	100
MALT	refseq	genus	0.02	Pan	Parabacteroides	2	3	66.7
MALT	refseq	genus	0.02	Pan	Paraeggerthella	2	3	66.7
MALT	refseq	genus	0.02	Pan	Parvimonas	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Parvimonas	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Parvimonas_micra	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Parvimonas_unclassified	3	3	100
MALT	refseq	genus	0.02	Alouatta	Pasteurella	1	1	100
MALT	refseq	genus	0.02	Gorilla	Pasteurella	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Pasteurella multocida	1	1	100
MALT	refseq	species	0.02	Alouatta	Pasteurella testudinis	1	1	100
MALT	refseq	species	0.02	Alouatta	Pasteurellaceae bacterium NI1060	1	1	100
MALT	refseq	genus	0.02	Pan	Peptoanaerobacter	2	3	66.7
MALT	refseq	genus	0.02	Homo	Peptoanaerobacter	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Peptostreptococcaceae_noname	6	6	100
MALT	refseq	genus	0.02	Pan	Phocaeicola	2	3	66.7
MALT	refseq	genus	0.02	Homo	Phocaeicola	4	6	66.7
MALT	refseq	species	0.02	Homo	Phocaeicola abscessus	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Polaromonas_unclassified	1	1	100
MALT	refseq	genus	0.02	Pan	Porphyromonas	2	3	66.7
MALT	refseq	genus	0.02	Homo	Porphyromonas	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Pan	Porphyromonas	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Porphyromonas	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Pan	Porphyromonas_gingivalis	3	3	100
MALT	refseq	genus	0.02	Alouatta	Prevotella	1	1	100
MALT	refseq	genus	0.02	Gorilla	Prevotella	3	3	100
MALT	refseq	genus	0.02	Pan	Prevotella	2	3	66.7
MALT	refseq	genus	0.02	Homo	Prevotella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Gorilla	Prevotella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Prevotella	5	6	83.3
MALT	refseq	species	0.02	Homo	Prevotella saccharolytica	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Prevotella_saccharolytica	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Propionibacteriaceae bacterium P6A17	1	1	100
MALT	refseq	genus	0.02	Alouatta	Propionibacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Propionibacterium	3	3	100
MALT	refseq	genus	0.02	Pan	Propionibacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Propionibacterium	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Propionibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Propionibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Propionibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Propionibacterium	6	6	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Propionibacterium_propionicum	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Propionibacterium_propionicum	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Propionibacterium_propionicum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Propionibacterium_propionicum	6	6	100
MALT	refseq	genus	0.02	Alouatta	Pseudomonas	1	1	100
MALT	refseq	genus	0.02	Gorilla	Pseudomonas	3	3	100
MALT	refseq	genus	0.02	Pan	Pseudomonas	2	3	66.7
MALT	refseq	genus	0.02	Homo	Pseudomonas	5	6	83.3
MALT	refseq	genus	0.02	Control	Pseudomonas	2	2	100
MALT	refseq	genus	0.02	Alouatta	Pseudonocardia	1	1	100
MALT	refseq	genus	0.02	Alouatta	Pseudopropionibacterium	1	1	100
MALT	refseq	genus	0.02	Gorilla	Pseudopropionibacterium	3	3	100
MALT	refseq	genus	0.02	Pan	Pseudopropionibacterium	2	3	66.7
MALT	refseq	genus	0.02	Homo	Pseudopropionibacterium	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Pseudopropionibacterium propionicum	1	1	100
MALT	refseq	species	0.02	Homo	Pseudopropionibacterium propionicum	5	6	83.3
MALT	refseq	genus	0.02	Pan	Pseudoramibacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Pseudoramibacter	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Pseudoramibacter_alactolyticus	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Pyramidobacter	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Pyramidobacter_piscolens	3	3	100
MALT	refseq	genus	0.02	Pan	Raoultibacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Riemerella	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Riemerella_unclassified	1	1	100
MALT	refseq	genus	0.02	Alouatta	Rothia	1	1	100
MALT	refseq	genus	0.02	Gorilla	Rothia	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Rothia	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Rothia	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Rothia aeria	1	1	100
MALT	refseq	species	0.02	Alouatta	Rothia dentocariosa	1	1	100
MALT	refseq	species	0.02	Alouatta	Rothia mucilaginosa	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Rothia_dentocariosa	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Rothia_unclassified	1	1	100
