study_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_model	library_name	library_layout	library_strategy	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB18629	ERS1601018	ERX1944212	ERR1883711	Illumina MiSeq	R4234	PAIRED	Targeted-Capture	74631	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883711/ERR1883711.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883711/ERR1883711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883711/ERR1883711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4234.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4234.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883711
PRJEB18629	ERS1601019	ERX1944213	ERR1883712	Illumina MiSeq	R4068	PAIRED	Targeted-Capture	127707	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883712/ERR1883712.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883712/ERR1883712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883712/ERR1883712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4068.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4068.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883712
PRJEB18629	ERS1601020	ERX1944214	ERR1883713	Illumina MiSeq	D2318	PAIRED	Targeted-Capture	664460	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883713/ERR1883713.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883713/ERR1883713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883713/ERR1883713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2318.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2318.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883713
PRJEB18629	ERS1601021	ERX1944215	ERR1883714	Illumina MiSeq	D2319	PAIRED	Targeted-Capture	352239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883714/ERR1883714.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883714/ERR1883714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883714/ERR1883714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2319.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2319.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883714
PRJEB18629	ERS1601022	ERX1944216	ERR1883715	Illumina MiSeq	D2320	PAIRED	Targeted-Capture	588169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883715/ERR1883715.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883715/ERR1883715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883715/ERR1883715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2320.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2320.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883715
PRJEB18629	ERS1601023	ERX1944217	ERR1883716	Illumina MiSeq	D2321	PAIRED	Targeted-Capture	665003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883716/ERR1883716.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883716/ERR1883716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883716/ERR1883716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2321.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2321.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883716
PRJEB18629	ERS1601024	ERX1944218	ERR1883717	Illumina MiSeq	D2322	PAIRED	Targeted-Capture	698003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883717/ERR1883717.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883717/ERR1883717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883717/ERR1883717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2322.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2322.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883717
PRJEB18629	ERS1601025	ERX1944219	ERR1883718	Illumina MiSeq	D2323	PAIRED	Targeted-Capture	691128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883718/ERR1883718.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883718/ERR1883718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883718/ERR1883718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2323.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2323.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883718
PRJEB18629	ERS1601026	ERX1944220	ERR1883719	Illumina MiSeq	D2324	PAIRED	Targeted-Capture	542793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883719/ERR1883719.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883719/ERR1883719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883719/ERR1883719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2324.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2324.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883719
PRJEB18629	ERS1601027	ERX1944221	ERR1883720	Illumina MiSeq	D2341	PAIRED	Targeted-Capture	440005	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883720/ERR1883720.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883720/ERR1883720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883720/ERR1883720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2341.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2341.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883720
PRJEB18629	ERS1601028	ERX1944222	ERR1883721	Illumina MiSeq	D2342	PAIRED	Targeted-Capture	631666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883721/ERR1883721.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883721/ERR1883721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883721/ERR1883721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2342.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2342.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883721
PRJEB18629	ERS1601029	ERX1944223	ERR1883722	Illumina MiSeq	D2343	PAIRED	Targeted-Capture	557757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2343.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2343.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883722
PRJEB18629	ERS1601030	ERX1944224	ERR1883723	Illumina MiSeq	D2344	PAIRED	Targeted-Capture	393140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2344.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2344.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883723
PRJEB18629	ERS1601031	ERX1944225	ERR1883724	Illumina MiSeq	D2345	PAIRED	Targeted-Capture	473736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2345.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2345.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883724
PRJEB18629	ERS1601032	ERX1944226	ERR1883725	Illumina MiSeq	D2346	PAIRED	Targeted-Capture	389778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2346.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2346.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883725
PRJEB18629	ERS1601033	ERX1944227	ERR1883726	Illumina MiSeq	D2365	PAIRED	Targeted-Capture	423542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2365.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2365.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883726
PRJEB18629	ERS1601034	ERX1944228	ERR1883727	Illumina MiSeq	D2366	PAIRED	Targeted-Capture	464204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2366.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2366.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883727
PRJEB18629	ERS1601035	ERX1944229	ERR1883728	Illumina MiSeq	D2367	PAIRED	Targeted-Capture	393893	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2367.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2367.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883728
PRJEB18629	ERS1601036	ERX1944230	ERR1883729	Illumina MiSeq	D2368	PAIRED	Targeted-Capture	421160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2368.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2368.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883729
PRJEB18629	ERS1601037	ERX1944231	ERR1883730	Illumina MiSeq	D2369	PAIRED	Targeted-Capture	411876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2369.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2369.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883730
PRJEB18629	ERS1601038	ERX1944232	ERR1883731	Illumina MiSeq	D2370	PAIRED	Targeted-Capture	435860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2370.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2370.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883731
PRJEB18629	ERS1601039	ERX1944233	ERR1883732	Illumina MiSeq	D2371	PAIRED	Targeted-Capture	463956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2371.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2371.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883732
PRJEB18629	ERS1601040	ERX1944234	ERR1883733	Illumina MiSeq	D2372	PAIRED	Targeted-Capture	608791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2372.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2372.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883733
PRJEB18629	ERS1601041	ERX1944235	ERR1883734	Illumina MiSeq	D2373	PAIRED	Targeted-Capture	565615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2373.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2373.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883734
PRJEB18629	ERS1601042	ERX1944236	ERR1883735	Illumina MiSeq	D2374	PAIRED	Targeted-Capture	538821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2374.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2374.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883735
PRJEB18629	ERS1601043	ERX1944237	ERR1883736	Illumina MiSeq	D2375	PAIRED	Targeted-Capture	477516	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2375.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2375.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883736
PRJEB18629	ERS1601044	ERX1944238	ERR1883737	Illumina MiSeq	D2376	PAIRED	Targeted-Capture	470172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2376.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2376.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883737
PRJEB18629	ERS1601045	ERX1944239	ERR1883738	Illumina MiSeq	D2311	PAIRED	Targeted-Capture	647572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2311.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2311.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883738
PRJEB18629	ERS1601046	ERX1944240	ERR1883739	Illumina MiSeq	D2312	PAIRED	Targeted-Capture	584992	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2312.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2312.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883739
PRJEB18629	ERS1601047	ERX1944241	ERR1883740	Illumina MiSeq	D2313	PAIRED	Targeted-Capture	658314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2313.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2313.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883740
PRJEB18629	ERS1601048	ERX1944242	ERR1883741	Illumina MiSeq	D2314	PAIRED	Targeted-Capture	708752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2314.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2314.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883741
PRJEB18629	ERS1601049	ERX1944243	ERR1883742	Illumina MiSeq	D2315	PAIRED	Targeted-Capture	631319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2315.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2315.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883742
PRJEB18629	ERS1601050	ERX1944244	ERR1883743	Illumina MiSeq	D2316	PAIRED	Targeted-Capture	688493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883743/ERR1883743.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883743/ERR1883743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883743/ERR1883743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2316.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2316.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883743
PRJEB18629	ERS1601051	ERX1944245	ERR1883744	Illumina MiSeq	D2317	PAIRED	Targeted-Capture	551853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883744/ERR1883744.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883744/ERR1883744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883744/ERR1883744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2317.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2317.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883744
PRJEB18629	ERS1601052	ERX1944246	ERR1883745	Illumina MiSeq	D2353	PAIRED	Targeted-Capture	694907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883745/ERR1883745.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883745/ERR1883745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883745/ERR1883745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2353.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2353.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883745
PRJEB18629	ERS1601053	ERX1944247	ERR1883746	Illumina MiSeq	D2354	PAIRED	Targeted-Capture	186711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883746/ERR1883746.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883746/ERR1883746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883746/ERR1883746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2354.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2354.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883746
PRJEB18629	ERS1601054	ERX1944248	ERR1883747	Illumina MiSeq	D2355	PAIRED	Targeted-Capture	719661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883747/ERR1883747.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883747/ERR1883747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883747/ERR1883747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2355.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2355.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883747
PRJEB18629	ERS1601055	ERX1944249	ERR1883748	Illumina MiSeq	D2356	PAIRED	Targeted-Capture	244318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883748/ERR1883748.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883748/ERR1883748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883748/ERR1883748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2356.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2356.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883748
PRJEB18629	ERS1601056	ERX1944250	ERR1883749	Illumina MiSeq	D2378	PAIRED	Targeted-Capture	466510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883749/ERR1883749.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883749/ERR1883749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883749/ERR1883749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2378.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2378.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883749
PRJEB18629	ERS1601057	ERX1944251	ERR1883750	Illumina MiSeq	D2379	PAIRED	Targeted-Capture	428576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883750/ERR1883750.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883750/ERR1883750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883750/ERR1883750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2379.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2379.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883750
