sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_reads_mapped_prior_rmdup_qf	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	percent_endogenous_dna_qf	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	species	mapping_params
Sample 59/115	KNP006.A0102	11159677	35826	21937	423	21514	0.321	0.197	1.02	0.4026	0.9404	23.51	9.73	3.78	1.44	0.66	0.0555	0.0503	0.0636	0.0524	63.72	61	45.32	Tannerella_forsythia	strict
Sample 60/115	KNP007.A0102	9160659	14920	9389	210	9179	0.163	0.102	1.023	0.1839	0.6948	12.29	3	0.99	0.57	0.41	0.0874	0.0649	0.0915	0.0631	68.22	67	45.78	Tannerella_forsythia	strict
Sample 61/115	KNP009.A0102	11345038	79890	51145	1149	49996	0.704	0.451	1.023	1.0414	1.9475	37.04	24.74	16.51	10.52	6.32	0.091	0.0667	0.1034	0.0827	70.93	75	44.78	Tannerella_forsythia	strict
Sample 62/115	LIS001.A0101	10615930	71872	51819	1118	50701	0.677	0.488	1.022	0.8903	1.1671	50.32	23.15	9.7	3.77	1.39	0.0702	0.0563	0.071	0.0541	59.8	56	48.42	Tannerella_forsythia	strict
Sample 63/115	LIS002.A0101	11561710	29642	20538	458	20080	0.256	0.178	1.023	0.2903	0.5744	23.96	4.24	0.64	0.12	0.04	0.0952	0.0732	0.0901	0.0849	49.23	45	46.49	Tannerella_forsythia	strict
Sample 64/115	LIS003.A0101	10417160	128162	93182	1821	91361	1.23	0.895	1.02	1.4837	1.4462	68.3	42.86	22.11	9.65	3.67	0.0794	0.0691	0.0766	0.07	55.31	51	46.48	Tannerella_forsythia	strict
Sample 65/115	LOB001.A0101	8770905	982	311	13	298	0.011	0.004	1.044	0.0044	0.0789	0.42	0.01	0	0	0	0.0274	0.0312	0	0.0781	49.96	46	49.74	Tannerella_forsythia	strict
Sample 66/115	MOA001.A0101	15176910	51053	37782	780	37002	0.336	0.249	1.021	0.5405	0.8089	38.45	11.92	2.89	0.62	0.12	0.2674	0.135	0.2829	0.1424	49.74	44	47.83	Tannerella_forsythia	strict
Sample 67/115	MTK001.A0101	8268804	735	38	6	32	0.009	0	1.188	5e-4	0.0792	0.02	0	0	0	0	0	0	0	0	48.28	46.5	59.03	Tannerella_forsythia	strict
Sample 68/115	MTM001.A0101	3486856	891	179	16	163	0.026	0.005	1.098	0.0027	0.0834	0.24	0.01	0	0	0	0	0.0244	0.0208	0.0455	57.03	53	47.42	Tannerella_forsythia	strict
Sample 69/115	MTM002.A0101	3065269	239	8	0	8	0.008	0	1	1e-4	0.0131	0.01	0	0	0	0	0	0	0	0	51.88	52	55.18	Tannerella_forsythia	strict
Sample 70/115	MTM003.A0101	34546048	113766	73521	3681	69840	0.329	0.213	1.053	1.3143	3.0015	38.59	27.56	19.39	13.14	8.49	0.0379	0.038	0.0381	0.0441	64.08	64	48.22	Tannerella_forsythia	strict
Sample 71/115	MTM004.A0101	4106490	5819	3239	285	2954	0.142	0.079	1.096	0.0467	0.2314	4.33	0.3	0.02	0	0	0.0598	0.0435	0.0692	0.0775	53.85	49	47.27	Tannerella_forsythia	strict
Sample 72/115	MTM005.A0101	3434086	524	43	4	39	0.015	0.001	1.103	7e-4	0.0352	0.06	0	0	0	0	0	0	0.1667	0.125	57.87	58	51.24	Tannerella_forsythia	strict
Sample 73/115	MTM006.A0101	7069851	2720	1224	102	1122	0.038	0.017	1.091	0.0164	0.1344	1.59	0.04	0	0	0	0.0524	0.0837	0.0941	0.0627	49.77	46	49.01	Tannerella_forsythia	strict
Sample 74/115	MTM008.A0101	5164298	587	53	9	44	0.011	0.001	1.205	7e-4	0.0962	0.03	0	0	0	0	0	0	0	0	50.95	46	56.51	Tannerella_forsythia	strict
Sample 75/115	MTM009.A0101	2385491	24427	15403	1305	14098	1.024	0.646	1.093	0.2407	0.6004	17.39	5	1.29	0.31	0.07	0.0653	0.0548	0.059	0.0545	58.14	54	48.2	Tannerella_forsythia	strict
Sample 76/115	MTM010.A0101	9123626	2235	53	0	53	0.024	0.001	1	7e-4	0.0349	0.06	0.01	0	0	0	0.05	0	0	0.0769	45.83	41	50.37	Tannerella_forsythia	strict
Sample 77/115	MTM011.A0101	4775010	450	38	3	35	0.009	0.001	1.086	5e-4	0.0513	0.03	0	0	0	0	0.1111	0	0.1111	0	48.74	45	56.34	Tannerella_forsythia	strict
Sample 78/115	MTM012.A0101	10623025	1164	24	0	24	0.011	0	1	3e-4	0.0299	0.02	0	0	0	0	0	0	0	0	46.5	41.5	52.56	Tannerella_forsythia	strict
Sample 79/115	MTM013.A0101	7105486	1259	117	6	111	0.018	0.002	1.054	0.0018	0.0659	0.15	0.01	0	0	0	0	0.0526	0	0.1053	56.1	55	48.5	Tannerella_forsythia	strict
Sample 80/115	MTS001.A0101	6540914	1428	396	18	378	0.022	0.006	1.048	0.0057	0.1784	0.5	0.01	0	0	0	0.0095	0.0505	0.0111	0	51.46	49	51.84	Tannerella_forsythia	strict
Sample 81/115	MTS002.A0101	6562562	765	60	2	58	0.012	0.001	1.034	9e-4	0.0916	0.05	0	0	0	0	0	0	0	0.0769	51.12	48	54.74	Tannerella_forsythia	strict
Sample 82/115	MTS003.A0101	7532301	6331	3451	143	3308	0.084	0.046	1.043	0.0528	0.2504	4.84	0.39	0.03	0.01	0	0.0647	0.062	0.053900000000000003	0.0517	54.36	52	47.77	Tannerella_forsythia	strict
Sample 83/115	OAK001.A0101	11211671	29532	22038	6020	16018	0.263	0.197	1.376	0.1634	0.4625	13.33	2.36	0.49	0.11	0.03	0.3827	0.1807	0.3774	0.1676	34.73	33	40.25	Tannerella_forsythia	strict
Sample 84/115	OAK002.A0101	14005970	3842	1029	45	984	0.027	0.007	1.046	0.0114	0.1155	1.11	0.02	0.01	0	0	0.2487	0.1349	0.256	0.1466	39.62	36	48.01	Tannerella_forsythia	strict
Sample 85/115	OAK003.A0101	17189509	83340	59474	1173	58301	0.485	0.346	1.02	0.873	1.0834	51.25	23.75	8.73	2.66	0.71	0.2244	0.114	0.2276	0.1165	50.99	44	47.51	Tannerella_forsythia	strict
Sample 86/115	OAK004.A0101	13488774	8111	3955	187	3768	0.06	0.029	1.05	0.0448	0.2226	4.23	0.21	0.03	0.01	0.01	0.2713	0.1585	0.2893	0.1466	40.51	37	46.8	Tannerella_forsythia	strict
Sample 87/115	OAK005.A0101	16940328	97356	61631	1402	60229	0.575	0.364	1.023	0.8421	1.1801	48.21	21.45	8.41	3.29	1.38	0.1924	0.1187	0.1905	0.124	47.62	43	47.36	Tannerella_forsythia	strict
Sample 88/115	OME002.A0101	13994463	2694	824	27	797	0.019	0.006	1.034	0.0144	0.1988	0.81	0.33	0.15	0.07	0.04	0.0296	0.0359	0.0428	0.0278	61.46	58	43.95	Tannerella_forsythia	strict
Sample 89/115	OME003.A0101	13956736	3782	1624	35	1589	0.027	0.012	1.022	0.031	0.4655	0.86	0.6	0.42	0.3	0.21	0.0459	0.0446	0.0526	0.0417	66.48	66	42.77	Tannerella_forsythia	strict
Sample 90/115	OME005.A0101	9470819	949	42	0	42	0.01	0	1	8e-4	0.0447	0.06	0	0	0	0	0.125	0.2143	0.0625	0	62.52	57.5	47.6	Tannerella_forsythia	strict
Sample 91/115	OME007.A0101	11490181	1216	30	3	27	0.011	0	1.111	3e-4	0.0593	0.01	0	0	0	0	0	0	0	0	43.04	42	59.38	Tannerella_forsythia	strict
Sample 92/115	OME009.A0101	7422246	645	11	0	11	0.009	0	1	2e-4	0.0209	0.01	0	0	0	0	0	0	0	0	46.64	49	53.02	Tannerella_forsythia	strict
Sample 93/115	PES001.B0101	11872279	2029	742	72	670	0.017	0.006	1.107	0.0094	0.1013	0.9	0.04	0	0	0	0.275	0.1098	0.2829	0.1852	47.82	44	50.42	Tannerella_forsythia	strict
Sample 94/115	PYK001.A0101	15248245	50429	36664	808	35856	0.331	0.24	1.023	0.4683	0.7485	34.72	9.44	2.09	0.44	0.09	0.1334	0.0865	0.1266	0.0862	44.48	41	47.34	Tannerella_forsythia	strict
Sample 95/115	PYK002.A0101	17218978	378352	293994	7384	286610	2.197	1.707	1.026	3.9872	3.3772	80.87	73.87	64.23	52.51	40.22	0.1282	0.0796	0.1288	0.0827	47.38	43	47.43	Tannerella_forsythia	strict
Sample 96/115	PYK003.A0101	14732223	195365	138464	2799	135665	1.326	0.94	1.021	2.1293	2.1342	73.71	55.09	36.14	21.32	11.64	0.1083	0.0742	0.1111	0.0789	53.45	48	48.05	Tannerella_forsythia	strict
Sample 97/115	PYK004.A0101	16708305	21696	14750	282	14468	0.13	0.088	1.019	0.2434	0.676	17.75	3.76	1.27	0.61	0.34	0.0894	0.0602	0.0879	0.0664	57.28	53	50.14	Tannerella_forsythia	strict
Sample 98/115	PYK005.A0101	21468513	80745	60834	1226	59608	0.376	0.283	1.021	1.0094	1.3033	54.72	27.15	11.14	4.1	1.54	0.1031	0.0753	0.1066	0.0776	57.67	53	48.75	Tannerella_forsythia	strict
Sample 99/115	SPM001.A0101	4576676	39	16	14	2	0.001	0	8	0	0.0058	0	0	0	0	0	0	0	0	0	56.5	56.5	57.52	Tannerella_forsythia	strict
Sample 100/115	SPM002.A0101	2095474	26	3	1	2	0.001	0	1.5	0	0.0071	0	0	0	0	0	0	0	0	0	85	85	52.94	Tannerella_forsythia	strict
Sample 101/115	TAF008.B0101	11524885	38323	24545	3719	20826	0.333	0.213	1.179	0.2523	0.5523	20.46	3.92	0.68	0.12	0.03	0.3131	0.1375	0.3155	0.1439	41.25	38	46.76	Tannerella_forsythia	strict
Sample 102/115	TAF016.B0101	4769590	40	20	17	3	0.001	0	6.667	0	0.0066	0	0	0	0	0	0	0	0	0	49	33	54.42	Tannerella_forsythia	strict
Sample 103/115	TAF017.A0101	19456044	20501	13229	8762	4467	0.105	0.068	2.961	0.0597	0.6289	1.3	1.16	0.92	0.76	0.53	0.3267	0.1573	0.3724	0.1169	45.48	39	41.58	Tannerella_forsythia	strict
Sample 104/115	TAF018.A0101	14681780	2544	920	300	620	0.017	0.006	1.484	0.0089	0.1026	0.83	0.05	0.01	0	0	0.3165	0.1439	0.3037	0.125	49.13	44	48.83	Tannerella_forsythia	strict
Sample 105/115	VLC001.A0101	34450702	1025951	950204	26114	924090	2.978	2.758	1.028	30.3866	16.5421	89.84	88.48	87.61	86.93	86.29	0.0124	0.0111	0.0124	0.0105	111.98	104	48.3	Tannerella_forsythia	strict
Sample 106/115	VLC002.A0101	15733227	48657	41473	1040	40433	0.309	0.264	1.026	1.015	1.244	55.54	27.55	11.26	4.06	1.53	0.0346	0.0284	0.0357	0.0284	85.49	78	49.36	Tannerella_forsythia	strict
Sample 107/115	VLC003.A0101	26094614	8536	4500	119	4381	0.033	0.017	1.027	0.1213	1.1811	2.33	1.4	1.16	1.01	0.89	0.0193	0.0254	0.0196	0.0156	94.27	87	50.51	Tannerella_forsythia	strict
Sample 108/115	VLC004.A0101	43315114	66833	58685	1541	57144	0.154	0.135	1.027	1.9329	2.3793	72.38	50.91	30.71	15.99	7.64	0.0133	0.0111	0.0109	0.0095	115.19	107	48.98	Tannerella_forsythia	strict
Sample 109/115	VLC005.A0101	44131346	776642	684100	19690	664410	1.76	1.55	1.03	18.2096	10.4795	87.69	85.58	84.22	83.2	82.31	0.0423	0.0327	0.041	0.0324	93.33	84	47.66	Tannerella_forsythia	strict
Sample 110/115	VLC008.A0101	35776120	426448	356197	11538	344659	1.192	0.996	1.033	11.2742	12.3828	85.43	80.26	74.1	66.79	59.15	0.0219	0.0189	0.0197	0.0182	111.4	103	49.66	Tannerella_forsythia	strict
Sample 111/115	VLC009.A0101	33664784	194451	179732	5930	173802	0.578	0.534	1.034	5.7078	3.9731	83.92	80.24	76.07	70.43	62.9	0.0111	0.0096	0.0117	0.0093	111.84	104	48.6	Tannerella_forsythia	strict
Sample 112/115	VLC010.A0101	19113086	7255	5984	162	5822	0.038	0.031	1.028	0.1818	0.5706	13.7	2.33	0.98	0.57	0.32	0.0468	0.0402	0.056	0.0355	106.35	98	49.53	Tannerella_forsythia	strict
Sample 113/115	VLD001.A0101	9040714	801	122	23	99	0.009	0.001	1.232	0.0012	0.0353	0.12	0	0	0	0	0.129	0.0625	0.1316	0.0588	42.31	36	49.61	Tannerella_forsythia	strict
Sample 114/115	WAL001.A0101	14881423	1177	123	3	120	0.008	0.001	1.025	0.0015	0.0417	0.15	0	0	0	0	0.0769	0.1154	0.0714	0.0312	43.64	42	48.16	Tannerella_forsythia	strict
Sample 115/115	ZAF001.A0101	8749845	723	101	44	57	0.008	0.001	1.772	0.0011	0.0364	0.1	0.01	0	0	0	0	0	0	0	66.86	65	48.05	Tannerella_forsythia	strict
Sample 1/115	ABM006.A0101	8057367	1703	527	12	515	0.021	0.007	1.023	0.0089	0.1001	0.84	0.04	0.01	0	0	0.0707	0.0606	0.08	0.0472	49.27	44	40.06	Treponema_denticola	strict
Sample 2/115	ABM007.A0101	12981357	2385	621	17	604	0.018	0.005	1.028	0.0101	0.1087	0.94	0.06	0.01	0	0	0.025	0.0559	0.048	0.0866	47.6	42	39.43	Treponema_denticola	strict
Sample 3/115	ABM008.A0101	5032357	1085	332	15	317	0.022	0.007	1.047	0.0047	0.0758	0.44	0.02	0.01	0	0	0.0652	0.1167	0.0833	0.0652	42.59	38	38.48	Treponema_denticola	strict
Sample 4/115	BAN001.A0101	10106625	39	4	0	4	0	0	1	1e-4	0.0083	0.01	0	0	0	0	0	0	0	0	48.5	39	43.81	Treponema_denticola	strict
Sample 5/115	BIT001.A0101	23239961	1106	16	1	15	0.005	0	1.067	2e-4	0.0169	0.02	0	0	0	0	0	0	0	0	46.73	39	46.84	Treponema_denticola	strict
Sample 6/115	BSQ001.A0101	10866912	3956	2485	54	2431	0.036	0.023	1.022	0.0368	0.1944	3.56	0.11	0	0	0	0.2028	0.1002	0.2077	0.1245	43.01	39	38	Treponema_denticola	strict
Sample 7/115	CDC005.A0101	4526782	1083	544	17	527	0.024	0.012	1.032	0.0096	0.1006	0.94	0.02	0	0	0	0.0965	0.0482	0.0795	0.0562	51.93	48	38.52	Treponema_denticola	strict
Sample 8/115	CDC006.A0101	15120313	5380	2429	55	2374	0.036	0.016	1.023	0.0398	0.2106	3.71	0.24	0.02	0	0	0.075	0.0428	0.085	0.0616	47.72	43	39.05	Treponema_denticola	strict
Sample 9/115	CDC007.A0101	15878673	1895	494	17	477	0.012	0.003	1.036	0.0068	0.0838	0.67	0.01	0	0	0	0.1019	0.0959	0.0964	0.0556	40.57	37	38.54	Treponema_denticola	strict
Sample 10/115	CDC008.A0101	15094966	8385	4626	147	4479	0.056	0.031	1.033	0.0708	0.2839	6.52	0.44	0.07	0.02	0.01	0.0724	0.0688	0.081	0.0706	44.95	41	38.22	Treponema_denticola	strict
Sample 11/115	CDC009.A0101	14286106	2123	698	14	684	0.015	0.005	1.02	0.0114	0.1303	1.06	0.04	0.01	0.01	0.01	0.0611	0.0569	0.1154	0.0968	47.32	43	37.77	Treponema_denticola	strict
Sample 12/115	CDC010.A0101	15031925	4681	1847	56	1791	0.031	0.012	1.031	0.0279	0.1802	2.56	0.2	0.02	0.01	0	0.068	0.0848	0.0792	0.0667	44.3	40	38.38	Treponema_denticola	strict
Sample 13/115	CDC011.A0101	9141614	2532	1184	60	1124	0.028	0.013	1.053	0.0206	0.1523	1.95	0.09	0.01	0	0	0.0763	0.0753	0.0538	0.0583	52.22	50	39.02	Treponema_denticola	strict
Sample 14/115	DJA002.A0101	11978137	16640	11006	391	10615	0.139	0.092	1.037	0.1693	0.4433	14.55	2.07	0.25	0.04	0.01	0.0694	0.0583	0.0668	0.0576	45.34	41	38.93	Treponema_denticola	strict
Sample 15/115	DJA006.A0101	13754707	6006	3040	78	2962	0.044	0.022	1.026	0.0446	0.2245	4.2	0.21	0.02	0.01	0	0.0724	0.0487	0.0518	0.0395	42.8	39	40.76	Treponema_denticola	strict
Sample 16/115	DJA007.A0101	17395667	5430	1663	54	1609	0.031	0.01	1.034	0.0261	0.1847	2.32	0.22	0.04	0.01	0.01	0.0785	0.054	0.051	0.0461	46.19	41	40.68	Treponema_denticola	strict
Sample 17/115	EBO001.A0101	15767290	5055	1870	88	1782	0.032	0.012	1.049	0.029	0.1793	2.74	0.13	0.02	0	0	0.1026	0.0618	0.104	0.061	46.24	41	40.28	Treponema_denticola	strict
Sample 18/115	EBO003.A0101	20549945	13843	6983	495	6488	0.067	0.034	1.076	0.0986	0.3342	8.91	0.83	0.08	0.01	0.01	0.0931	0.0636	0.1025	0.0664	43.19	39	38.88	Treponema_denticola	strict
Sample 19/115	EBO008.A0101	11592824	3060	1001	24	977	0.026	0.009	1.025	0.0158	0.1344	1.46	0.1	0.01	0	0	0.071	0.0326	0.0408	0.0406	45.98	41	39.84	Treponema_denticola	strict
Sample 20/115	EBO009.A0101	3668406	910	300	5	295	0.025	0.008	1.017	0.0045	0.0675	0.45	0	0	0	0	0.0962	0.0169	0.1321	0.0377	43.51	39	39.13	Treponema_denticola	strict
Sample 21/115	ECO002.B0101	24662284	6391	2630	70	2560	0.026	0.011	1.027	0.0353	0.2335	3.15	0.18	0.05	0.04	0.03	0.3231	0.1658	0.2909	0.1626	39.19	36	35.9	Treponema_denticola	strict
Sample 22/115	ECO004.B0101	20400171	37624	22807	1386	21421	0.184	0.112	1.065	0.3059	0.6518	23.23	5.63	1.25	0.27	0.07	0.3465	0.1758	0.3474	0.1664	40.6	37	35.33	Treponema_denticola	strict
Sample 23/115	ECO006.B0101	10488914	238	7	0	7	0.002	0	1	1e-4	0.0099	0.01	0	0	0	0	0	0	0	0	39.86	36	38.13	Treponema_denticola	strict
Sample 24/115	ECO010.B0101	12246134	1556	383	5	378	0.013	0.003	1.013	0.0053	0.0808	0.49	0.02	0.01	0	0	0.3662	0.1333	0.3396	0.1786	39.92	37	37.29	Treponema_denticola	strict
Sample 25/115	EMN001.A0101	12579489	2325	964	22	942	0.018	0.008	1.023	0.0188	0.2542	1.45	0.11	0.06	0.04	0.03	0.1739	0.0677	0.191	0.1345	56.81	53	38.08	Treponema_denticola	strict
Sample 26/115	ESA003.A0101	10129501	19284	14037	301	13736	0.19	0.139	1.022	0.2827	0.5722	23.25	4.13	0.67	0.14	0.04	0.0494	0.049	0.0471	0.0426	58.52	54	39.11	Treponema_denticola	strict
Sample 27/115	ESA004.A0101	7824141	11522	8424	180	8244	0.147	0.108	1.022	0.1363	0.3911	12.23	1.16	0.14	0.05	0.02	0.0664	0.0468	0.0713	0.0492	46.99	43	39.13	Treponema_denticola	strict
Sample 28/115	ESA006.A0101	11233426	18014	12193	285	11908	0.16	0.109	1.024	0.2412	0.5257	20.13	3.39	0.51	0.07	0.01	0.0875	0.0677	0.0805	0.0506	57.58	53	39.53	Treponema_denticola	strict
Sample 29/115	ESA007.A0101	9903431	12277	8702	175	8527	0.124	0.088	1.021	0.1772	0.5909	14.63	1.8	0.31	0.15	0.12	0.0553	0.0457	0.0624	0.0645	59.1	56	39.12	Treponema_denticola	strict
Sample 30/115	ESA008.A0101	9119930	29155	21792	458	21334	0.32	0.239	1.021	0.4288	0.7316	32.41	8.11	1.71	0.34	0.1	0.0652	0.0542	0.0598	0.0483	57.14	53	38.47	Treponema_denticola	strict
Sample 31/115	FDM001.A0101	4889751	576	28	1	27	0.012	0.001	1.037	4e-4	0.0246	0.03	0	0	0	0	0.1111	0.1429	0.1429	0.125	40.59	36	45.05	Treponema_denticola	strict
Sample 32/115	FUM001.A0101	10808498	1942	845	661	184	0.018	0.008	4.592	0.003	0.0557	0.29	0.01	0	0	0	0.119	0.1136	0.1707	0.1852	46.33	41	39.16	Treponema_denticola	strict
Sample 33/115	FUM002.A0101	17157534	1749	329	20	309	0.01	0.002	1.065	0.0044	0.0671	0.43	0.01	0	0	0	0.2745	0.1053	0.3519	0.2174	40.14	37	37.87	Treponema_denticola	strict
Sample 34/115	FUM003.A0101	15708618	714	64	9	55	0.005	0	1.164	7e-4	0.03	0.07	0	0	0	0	0.2857	0.0833	0.1111	0	38.09	36	39.43	Treponema_denticola	strict
Sample 35/115	GDC002.A0101	11300654	1791	275	9	266	0.016	0.002	1.034	0.0038	0.064	0.37	0.01	0	0	0	0.0566	0.0588	0.0392	0.0317	40.35	37	39.84	Treponema_denticola	strict
Sample 36/115	GDC004.A0101	12302652	1457	16	0	16	0.012	0	1	2e-4	0.0263	0.01	0	0	0	0	0	0	0	0	35	34	46.77	Treponema_denticola	strict
Sample 37/115	GDC005.A0101	9931068	9435	5606	220	5386	0.095	0.056	1.041	0.0834	0.3014	7.67	0.61	0.05	0	0	0.0704	0.0583	0.0724	0.0674	44.02	40	39.34	Treponema_denticola	strict
Sample 38/115	GDN001.A0101	30835470	3626	1487	784	703	0.012	0.005	2.115	0.0112	0.1084	1.09	0.03	0	0	0	0.2773	0.1087	0.288	0.1101	45.29	40	36.61	Treponema_denticola	strict
Sample 39/115	GDN001.C0101	20505644	379	1	0	1	0.002	0	1	0	0.0032	0	0	0	0	0	0	0	0	0	30	30	63.33	Treponema_denticola	strict
Sample 40/115	GOY005.A0101	9163118	1556	331	12	319	0.017	0.004	1.038	0.0049	0.1112	0.38	0.03	0.02	0.02	0.01	0.1364	0.25	0.1154	0.1636	43.23	39	36.19	Treponema_denticola	strict
Sample 41/115	GOY006.A0101	3799236	724	233	3	230	0.019	0.006	1.013	0.0036	0.0731	0.32	0.02	0.01	0.01	0.01	0.1429	0.0526	0.1556	0.0851	45.06	41	38.47	Treponema_denticola	strict
Sample 42/115	GUE001.A0101	11156331	86	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Treponema_denticola	strict
Sample 43/115	IBA001.A0101	12987664	2867	127	1	126	0.022	0.001	1.008	0.0023	0.064	0.19	0.02	0.01	0	0	0.1154	0.0417	0.0556	0.0345	52.25	42.5	40.94	Treponema_denticola	strict
Sample 44/115	IBA002.A0101	19022015	2641	34	4	30	0.014	0	1.133	5e-4	0.0303	0.03	0.01	0	0	0	0	0	0	0	43.5	37	48.15	Treponema_denticola	strict
Sample 45/115	JAE006.A0101	87883942	18870	12522	281	12241	0.021	0.014	1.023	0.3467	2.0529	24.72	5.52	1.11	0.24	0.11	0.0073	0.0076	0.0075	0.0084	80.53	76	40.06	Treponema_denticola	strict
Sample 46/115	JAE007.A0101	66419551	54700	43844	848	42996	0.082	0.066	1.02	1.22	2.6091	56.77	32.85	16.76	7.51	3.04	0.0102	0.0109	0.0068	0.0123	80.68	76	39.94	Treponema_denticola	strict
Sample 47/115	JAE008.A0101	65296039	189694	162886	3863	159023	0.291	0.249	1.024	4.6218	4.2529	76.4	68.89	61.84	54.49	46.83	0.0135	0.0119	0.0149	0.0133	82.63	76	39.96	Treponema_denticola	strict
Sample 48/115	JAE009.A0101	66062410	124405	93121	1972	91149	0.188	0.141	1.022	2.5221	3.0001	70.13	52.06	37.82	27.04	19.14	0.0232	0.0211	0.0247	0.0236	78.67	76	41.04	Treponema_denticola	strict
Sample 49/115	JAE010.A0101	60027336	32565	25416	399	25017	0.054	0.042	1.016	0.6983	1.28	40.59	17.88	6.89	2.42	0.8	0.0259	0.0218	0.0274	0.0253	79.36	76	41.06	Treponema_denticola	strict
Sample 50/115	JAE012.A0101	62752277	6418	1997	143	1854	0.01	0.003	1.077	0.0532	2.3612	1.02	0.42	0.24	0.16	0.11	0.0323	0.0067	0.0155	0.0158	81.59	76	36.24	Treponema_denticola	strict
Sample 51/115	JAE013.A0101	38954329	3909	1325	29	1296	0.01	0.003	1.022	0.0367	0.7076	2.51	0.17	0.06	0.04	0.03	0.0324	0.0115	0.0126	0.0221	80.56	76	38.95	Treponema_denticola	strict
Sample 52/115	JAE014.A0101	68620482	246807	200088	4473	195615	0.36	0.292	1.023	5.625	4.8784	83.18	74.69	66.85	59.4	52.18	0.0309	0.0247	0.0391	0.0306	81.76	76	40.41	Treponema_denticola	strict
Sample 53/115	JAE015.A0101	57512281	163556	121792	3041	118751	0.284	0.212	1.026	3.3581	3.9296	75.36	59.63	46.31	35.44	27.01	0.0247	0.0221	0.0298	0.0241	80.4	76	41.41	Treponema_denticola	strict
Sample 54/115	JAE016.A0101	94564553	28783	18371	700	17671	0.03	0.019	1.04	0.4962	3.2614	17.6	5	2.73	2.12	1.77	0.0224	0.0187	0.0272	0.0243	79.84	76	40.38	Treponema_denticola	strict
Sample 55/115	KNP001.A0102	16260023	7612	5431	124	5307	0.047	0.033	1.023	0.1319	0.3908	11.7	1.23	0.16	0.05	0.02	0.0883	0.0736	0.0962	0.0795	70.65	71	36.87	Treponema_denticola	strict
Sample 56/115	KNP003.A0102	10394445	1440	542	10	532	0.014	0.005	1.019	0.0115	0.155	0.94	0.09	0.03	0.02	0.02	0.0588	0.0303	0.0706	0.0667	61.34	58	36.48	Treponema_denticola	strict
Sample 57/115	KNP004.A0102	184494	38	17	0	17	0.021	0.009	1	4e-4	0.0208	0.04	0	0	0	0	0	0	0	0	72.12	74	37.77	Treponema_denticola	strict
Sample 58/115	KNP005.A0102	11095033	5209	3268	76	3192	0.047	0.029	1.024	0.0797	0.3367	6.72	0.82	0.24	0.11	0.05	0.0528	0.0443	0.0383	0.0594	70.97	75	36.63	Treponema_denticola	strict
Sample 59/115	KNP006.A0102	11159677	3214	1478	19	1459	0.029	0.013	1.013	0.0304	0.1934	2.74	0.23	0.04	0.01	0.01	0.0865	0.0426	0.0849	0.0447	59.26	57	36.98	Treponema_denticola	strict
Sample 60/115	KNP007.A0102	9160659	804	272	5	267	0.009	0.003	1.019	0.0061	0.0934	0.53	0.05	0.02	0.01	0	0.087	0.0213	0.087	0.1522	65.13	64	38.01	Treponema_denticola	strict
Sample 61/115	KNP009.A0102	11345038	3635	1747	33	1714	0.032	0.015	1.019	0.0389	0.2428	3.18	0.49	0.13	0.05	0.02	0.0535	0.0574	0.0724	0.0862	64.51	62	36.66	Treponema_denticola	strict
Sample 62/115	LIS001.A0101	10615930	20879	15562	322	15240	0.197	0.147	1.021	0.3413	0.6327	26.97	5.83	1.1	0.18	0.03	0.06	0.0433	0.0603	0.0502	63.67	59	39.45	Treponema_denticola	strict
Sample 63/115	LIS002.A0101	11561710	12156	8216	202	8014	0.105	0.071	1.025	0.1424	0.3937	12.81	1.27	0.11	0.02	0.01	0.0767	0.0688	0.0634	0.0579	50.51	46	38.47	Treponema_denticola	strict
Sample 64/115	LIS003.A0101	10417160	17981	12668	273	12395	0.173	0.122	1.022	0.2498	0.5311	20.95	3.45	0.5	0.07	0.01	0.0759	0.0622	0.0772	0.0786	57.3	53	38.41	Treponema_denticola	strict
Sample 65/115	LOB001.A0101	8770905	449	9	0	9	0.005	0	1	2e-4	0.0126	0.02	0	0	0	0	0	0	0	0	50.44	51	42.83	Treponema_denticola	strict
Sample 66/115	MOA001.A0101	15176910	12362	7716	161	7555	0.081	0.051	1.021	0.1388	0.4018	12.2	1.42	0.18	0.04	0.02	0.1919	0.1067	0.204	0.114	52.23	47	39.12	Treponema_denticola	strict
Sample 67/115	MTK001.A0101	8268804	584	8	1	7	0.007	0	1.143	1e-4	0.0166	0	0	0	0	0	0	0	0	0	38.29	37	56.06	Treponema_denticola	strict
Sample 68/115	MTM001.A0101	3486856	523	2	0	2	0.015	0	1	0	0.0047	0	0	0	0	0	0	0	0	0	31	31	50	Treponema_denticola	strict
