767029#Pseudopropionibacterium propionicum F0230a#strain|host|old_name|isolation_source#F0230a|Homo sapiens|Propionibacterium propionicum F0230a|biological product [ENVO:02000043]
767029#Pseudopropionibacterium propionicum F0230a#strain|old_name#F0230a|Propionibacterium propionicum F0230a
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_16
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_17
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_18
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_20
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_21
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_22
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_28
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_30
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_33
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_41
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_42
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_45
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_46
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_59
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_62
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_70
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_73
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_75
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_78
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_83
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_89
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_98
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_100
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_104
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_107
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_112
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_117
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_119
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_120
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_122
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_128
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_129
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_133
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_134
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_142
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_143
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_144
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_147
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_148
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_153
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_176
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_179
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_193
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_199
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_202
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_203
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_206
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_210
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_212
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_213
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_214
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_217
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_227
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_228
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_229
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_230
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_237
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_247
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_250
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_255
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_258
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_260
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_261
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_263
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_264
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_266
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_267
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_271
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_275
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_276
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_277
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_280
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_291
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_292
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_294
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_296
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_300
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_301
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_302
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_303
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_307
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_308
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_313
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_316
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_319
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_322
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_325
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_326
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_328
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_331
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_333
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_334
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_338
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_339
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_340
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_342
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_345
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_346
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_349
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_351
1203571#Propionibacterium sp. HGH0353#strain#HGH0353
1235983#Propionibacterium sp. JGI 0001002-M06#strain|note#JGI 0001002-M06|single cell isolate
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_36
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_35
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_34
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_33
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_32
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_31
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_30
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_29
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_28
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_27
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_26
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_25
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_24
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_23
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_22
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_21
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_20
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_19
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_18
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_17
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_16
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_15
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_14
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_13
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_12
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_11
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_10
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_9
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_8
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_7
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_6
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_5
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_4
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_3
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_2
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_1
