genus	individual	species	metric	initial_single_genome	superreference	difference
Porphyromonas	ECO004	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	12.03	10.01997549	2.010024511
Porphyromonas	EMN001	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.281	0.1081798	0.1728202
Porphyromonas	EMN001	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	14268	5167	9101
Porphyromonas	EMN001	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	5.21	4.428112444	0.7818875563
Porphyromonas	FUM002	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.1028	0.0565339	0.0462661
Porphyromonas	FUM002	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	6206	3376	2830
Porphyromonas	FUM002	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	3.98	3.353071019	0.6269289809
Porphyromonas	GOY005	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.9017	0.333569	0.568131
Porphyromonas	GOY005	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	53985	20208	33777
Porphyromonas	GOY005	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	13.02	10.80387756	2.216122445
Porphyromonas	JAE008	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.4677	0.2414172	0.2262828
Porphyromonas	JAE008	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	14591	7072	7519
Porphyromonas	JAE008	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	4.49	3.861248485	0.6287515149
Porphyromonas	JAE014	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	7.174	6.4975686	0.6764314
Porphyromonas	JAE014	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	205529	184140	21389
Porphyromonas	JAE014	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	88.97	87.36749889	1.602501106
Porphyromonas	KNP001	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	5.481	4.5500846	0.9309154
Porphyromonas	KNP001	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	216845	174741	42104
Porphyromonas	KNP001	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	88.66	86.4432928	2.216707204
Porphyromonas	KNP004	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	16.9266	14.8696661	2.0569339
Porphyromonas	KNP004	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	617945	531194	86751
Porphyromonas	KNP004	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	90.56	89.76251929	0.7974807103
Porphyromonas	KNP005	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	2.8574	2.3942041	0.4631959
Porphyromonas	KNP005	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	105891	84916	20975
Porphyromonas	KNP005	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	71.56	67.77211296	3.78788704
Porphyromonas	KNP009	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	17.3165	15.3390646	1.9774354
Porphyromonas	KNP009	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	648555	564310	84245
Porphyromonas	KNP009	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	90.88	90.1172286	0.7627713953
Porphyromonas	LIB007.A0115	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0	0	0
Porphyromonas	LIB007.A0115	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	1	0	1
Porphyromonas	LIB007.A0115	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0	0	0
Porphyromonas	LIB007.A0116	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0	0	0
Porphyromonas	LIB007.A0116	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	0	0	0
Porphyromonas	LIB007.A0116	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0	0	0
Porphyromonas	LIB007.A0135.SG1.1	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0	0	0
Porphyromonas	LIB007.A0135.SG1.1	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	1	0	1
Porphyromonas	LIB007.A0135.SG1.1	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0	0	0
Porphyromonas	LIB025.A0301	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.0012	6.42E-04	5.58E-04
Porphyromonas	LIB025.A0301	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	55	28	27
Porphyromonas	LIB025.A0301	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0.1	0.06267819334	0.03732180666
Porphyromonas	LIB025.A1001	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	1.00E-04	0	1.00E-04
Porphyromonas	LIB025.A1001	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	9	0	9
Porphyromonas	LIB025.A1001	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0.01	0	0.01
Porphyromonas	LIB025.A1301	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	2.00E-04	4.59E-05	1.54E-04
Porphyromonas	LIB025.A1301	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	10	2	8
Porphyromonas	LIB025.A1301	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	0.02	0.004586209269	0.01541379073
Porphyromonas	MTM009	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	2.6329	1.9548216	0.6780784
Porphyromonas	MTM009	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	127252	90953	36299
Porphyromonas	MTM009	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	59.5	54.96801119	4.53198881
Porphyromonas	OAK002	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.3391	0.1337385	0.2053615
Porphyromonas	OAK002	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	20859	8330	12529
Porphyromonas	OAK002	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	11.79	9.54305219	2.24694781
Porphyromonas	OAK005	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.0845	0.021821	0.062679
Porphyromonas	OAK005	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	4841	1198	3643
Porphyromonas	OAK005	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	2.17	1.370002624	0.7999973757
Porphyromonas	OME002	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	2.8658	0.5537003	2.3120997
Porphyromonas	OME002	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	112417	22073	90344
Porphyromonas	OME002	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	53.7	16.75371971	36.94628029
Porphyromonas	OME003	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	8.7339	1.5039684	7.2299316
Porphyromonas	OME003	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	320531	56308	264223
Porphyromonas	OME003	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	61.31	22.92140681	38.38859319
Porphyromonas	OME005	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.3917	0.0944674	0.2972326
Porphyromonas	OME005	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	17421	3852	13569
Porphyromonas	OME005	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	5.63	2.038442625	3.591557375
Porphyromonas	PES001	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.086	0.0192179	0.0667821
Porphyromonas	PES001	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	4420	972	3448
Porphyromonas	PES001	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	1.38	0.9930841663	0.3869158337
Porphyromonas	TAF008	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.3498	0.2425043	0.1072957
Porphyromonas	TAF008	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	20829	14224	6605
Porphyromonas	TAF008	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	15.8	13.52710917	2.272890832
Porphyromonas	VLC004	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	1.4401	1.2519987	0.1881013
Porphyromonas	VLC004	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	32192	26569	5623
Porphyromonas	VLC004	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	63.34	60.73045574	2.609544258
Porphyromonas	VLC009	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.4049	0.3116244	0.0932756
Porphyromonas	VLC009	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	9654	6748	2906
Porphyromonas	VLC009	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	13.63	12.63513393	0.9948660699
Prevotella	DJA002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.1375	NA	NA
Prevotella	DJA002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	12069	NA	NA
Prevotella	DJA002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	5.04	NA	NA
Prevotella	EBO003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0623	NA	NA
Prevotella	EBO003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	5548	NA	NA
Prevotella	EBO003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	1.54	NA	NA
Prevotella	ECO002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0574	NA	NA
Prevotella	ECO002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	5467	NA	NA
Prevotella	ECO002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	3.47	NA	NA
Prevotella	ECO004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.1649	NA	NA
Prevotella	ECO004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	15647	NA	NA
Prevotella	ECO004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	12.92	NA	NA
Prevotella	EMN001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.5963	NA	NA
Prevotella	EMN001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	44842	NA	NA
Prevotella	EMN001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	37.68	NA	NA
Prevotella	FUM002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0345	NA	NA
Prevotella	FUM002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	3130	NA	NA
Prevotella	FUM002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	1.78	NA	NA
Prevotella	GOY005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	14.6343	NA	NA
Prevotella	GOY005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	1310656	NA	NA
Prevotella	GOY005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	86.29	NA	NA
Prevotella	JAE008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	18.7445	NA	NA
Prevotella	JAE008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	797594	NA	NA
Prevotella	JAE008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	91.4	NA	NA
Prevotella	JAE014	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	4.6308	NA	NA
Prevotella	JAE014	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	198829	NA	NA
Prevotella	JAE014	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	83.72	NA	NA
Prevotella	KNP001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.2637	NA	NA
Prevotella	KNP001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	18418	NA	NA
Prevotella	KNP001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	7.89	NA	NA
Prevotella	KNP004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.3441	NA	NA
Prevotella	KNP004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	21613	NA	NA
Prevotella	KNP004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	4.64	NA	NA
Prevotella	KNP005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.1215	NA	NA
Prevotella	KNP005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	8289	NA	NA
Prevotella	KNP005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	2.99	NA	NA
Prevotella	KNP009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.5941	NA	NA
Prevotella	KNP009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	38254	NA	NA
Prevotella	KNP009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	19.63	NA	NA
Prevotella	LIB007.A0115	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0	NA	NA
Prevotella	LIB007.A0115	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	1	NA	NA
Prevotella	LIB007.A0115	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0	NA	NA
Prevotella	LIB007.A0116	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0	NA	NA
Prevotella	LIB007.A0116	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	0	NA	NA
Prevotella	LIB007.A0116	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0	NA	NA
Prevotella	LIB007.A0135.SG1.1	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0	NA	NA
Prevotella	LIB007.A0135.SG1.1	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	1	NA	NA
Prevotella	LIB007.A0135.SG1.1	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0	NA	NA
Prevotella	LIB025.A0301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	4.00E-04	NA	NA
Prevotella	LIB025.A0301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	30	NA	NA
Prevotella	LIB025.A0301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0.03	NA	NA
Prevotella	LIB025.A1001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	1.00E-04	NA	NA
Prevotella	LIB025.A1001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	6	NA	NA
Prevotella	LIB025.A1001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0.01	NA	NA
Prevotella	LIB025.A1301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0	NA	NA
Prevotella	LIB025.A1301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	1	NA	NA
Prevotella	LIB025.A1301	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0	NA	NA
Prevotella	MTM009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.2151	NA	NA
Prevotella	MTM009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	17556	NA	NA
Prevotella	MTM009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	6.33	NA	NA
Prevotella	OAK002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.2122	NA	NA
Prevotella	OAK002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	19218	NA	NA
Prevotella	OAK002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	13.23	NA	NA
Prevotella	OAK005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.3058	NA	NA
Prevotella	OAK005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	25608	NA	NA
Prevotella	OAK005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	22.05	NA	NA
Prevotella	OME002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0844	NA	NA
Prevotella	OME002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	6089	NA	NA
Prevotella	OME002	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0.84	NA	NA
Prevotella	OME003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0967	NA	NA
Prevotella	OME003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	6678	NA	NA
Prevotella	OME003	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	1.48	NA	NA
Prevotella	OME005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0966	NA	NA
Prevotella	OME005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	6568	NA	NA
Prevotella	OME005	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	0.53	NA	NA
Prevotella	PES001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.1129	NA	NA
Prevotella	PES001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	9028	NA	NA
Prevotella	PES001	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	8.04	NA	NA
Prevotella	TAF008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	0.0982	NA	NA
Prevotella	TAF008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	8911	NA	NA
Prevotella	TAF008	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	6.49	NA	NA
Prevotella	VLC004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	3.5481	NA	NA
Prevotella	VLC004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	126112	NA	NA
Prevotella	VLC004	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	74.61	NA	NA
Prevotella	VLC009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	mean_fold_coverage	6.2561	NA	NA
Prevotella	VLC009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	number_reads_mapped_after_rmdup	191732	NA	NA
Prevotella	VLC009	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	percent_coverage_morethan_1x	85.15	NA	NA
Pseudopropionibacterium	DJA002	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.27	2.0128448	0.2571552
Pseudopropionibacterium	DJA002	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	203276	179524	23752
Pseudopropionibacterium	DJA002	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	59.32	59.07693021	0.2430697869
Pseudopropionibacterium	EBO003	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	5.5369	5.277102	0.259798
Pseudopropionibacterium	EBO003	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	472413	448756	23657
Pseudopropionibacterium	EBO003	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	81.59	81.56095624	0.02904376464
Pseudopropionibacterium	ECO002	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.302	2.1880076	0.1139924
Pseudopropionibacterium	ECO002	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	204540	193926	10614
Pseudopropionibacterium	ECO002	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	77.06	76.91142705	0.1485729527
Pseudopropionibacterium	ECO004	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	7.3483	7.2324343	0.1158657
Pseudopropionibacterium	ECO004	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	668392	657854	10538
Pseudopropionibacterium	ECO004	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	91.29	91.25324698	0.03675302085
Pseudopropionibacterium	EMN001	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	25.9405	25.4121189	0.5283811
Pseudopropionibacterium	EMN001	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1704398	1663975	40423
Pseudopropionibacterium	EMN001	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	94.46	94.4507097	0.009290303129
Pseudopropionibacterium	FUM002	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.4469	2.2804589	0.1664411
Pseudopropionibacterium	FUM002	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	207145	192301	14844
Pseudopropionibacterium	FUM002	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	67.32	67.19742213	0.1225778695
Pseudopropionibacterium	GOY005	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	55.526	54.4125938	1.1134062
Pseudopropionibacterium	GOY005	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	5067828	4967636	100192
Pseudopropionibacterium	GOY005	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	95.71	95.70036181	0.009638193752
Pseudopropionibacterium	JAE008	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	48.068	47.9694748	0.0985252
Pseudopropionibacterium	JAE008	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1992920	1987416	5504
Pseudopropionibacterium	JAE008	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	98.49	98.48197927	0.008020734281
Pseudopropionibacterium	JAE014	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	34.5345	34.4456978	0.0888022
Pseudopropionibacterium	JAE014	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1442068	1437047	5021
Pseudopropionibacterium	JAE014	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	95.96	95.96525152	-0.005251524921
Pseudopropionibacterium	KNP001	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	12.6088	12.2871933	0.3216067
Pseudopropionibacterium	KNP001	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	782074	757095	24979
Pseudopropionibacterium	KNP001	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	69.06	69.00268456	0.05731544402
Pseudopropionibacterium	KNP004	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	5.1667	4.7307296	0.4359704
Pseudopropionibacterium	KNP004	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	318537	286538	31999
Pseudopropionibacterium	KNP004	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	62.43	62.38632674	0.04367326113
Pseudopropionibacterium	KNP005	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	0.4529	0.3322466	0.1206534
Pseudopropionibacterium	KNP005	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	31941	22326	9615
Pseudopropionibacterium	KNP005	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	21.49	21.122788	0.3672120045
Pseudopropionibacterium	KNP009	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	15.4972	15.2618227	0.2353773
Pseudopropionibacterium	KNP009	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	941258	923302	17956
Pseudopropionibacterium	KNP009	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	71.22	71.16421597	0.0557840295
Pseudopropionibacterium	LIB007.A0115	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	0	0	0
Pseudopropionibacterium	LIB007.A0115	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1	0	1
Pseudopropionibacterium	LIB007.A0115	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0	0	0
Pseudopropionibacterium	LIB007.A0116	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	0	9.90E-06	-9.90E-06
Pseudopropionibacterium	LIB007.A0116	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	4	1	3
Pseudopropionibacterium	LIB007.A0116	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0	9.86E-04	-9.86E-04
Pseudopropionibacterium	LIB007.A0135.SG1.1	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	1.00E-04	3.71E-05	6.29E-05
Pseudopropionibacterium	LIB007.A0135.SG1.1	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	8	4	4
Pseudopropionibacterium	LIB007.A0135.SG1.1	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0.01	0.003710833314	0.006289166686
Pseudopropionibacterium	LIB025.A0301	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	0.0013	7.54E-04	5.46E-04
